museum,title,date_range,year,period,url,text_to_analyze,category
Jewish Museum and Tolerance Center,ТРИ РЕЛИГИИ — ЕДИНЕНИЕ МИРА,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/tri-religii-edinenie-mira/,"В 3 сентября в Еврейском музее и Центре толерантности открывается выставка израильского художника Арие Переля «Три религии — Единение Мира». На 36 полотнах зрители увидят истории и образы людей трёх религий – христианской, иудейской и мусульманской. Город, каким его не видят туристы, но где наслоение культур смешалось за тысячелетия в огромный пласт Человеческой Культуры. Герои картин — выхваченные из Иерусалимской толпы глаза и судьбы, лица города, случайно увиденные и запечатленные художником. Внутренняя культура и любовь к человечеству объединяет эти образы, приглашая зрителя смотреть в глаза, изучать графичные портреты, искать похожие черты у каждого, и возможно найти сходство с собой. Этот мир многолик и един одновременно — доказывает своими работами Арие. Выставка является специальным проектом Центра толерантности и проходит при поддержке Правительства Москвы, Столичного цеха деятелей культуры, представителей трех религиозных конфессий Москвы. О художнике: Арие Перель считается очень колоритной фигурой современной еврейской живописи. Художник-самоучка, экспериментировавший на ранних этапах своего творчества мелкой скульптурой из дерева и чугуна. Живописное творчество Арие Переля отличает особая техника, передающая цветовую гамму каждого его настроения и вдохновения в отдельности. Искусствоведы и галеристы ценят работы Арие за экспрессию, энергетику, эмоциональность и особую сермяжную мудрость. Его работы маслом на холсте находятся в частных галереях и у коллекционеров искусства по всему миру — в Израиле, Франции, Англии и др. Арие Перель известен своими необыкновенными сериями: Галактики — серия космических работ с неповторимой игрой и передачей энергетики мира планет. Сотворение Мира – человеческие руки, которые, словно в гончарной мастерской, лепят из потоков и сгустков энергии планеты, их неотр",восточное искусство
Jewish Museum and Tolerance Center,«КОРИДОРЫ. СЕМЬ МИРОВ ВЫСОЦКОГО»,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/koridory-sem-mirov-vysotskogo/,"Общественных и культурных деятелей, изменивших своей деятельностью ход истории или целые поколения людей. 300 ₽ - билет на выставку 150 ₽ - льготный билет на выставку 500 ₽ - билет на выставку и основную экспозицию 250 ₽ - льготный билет на выставку и основную экспозицию Продажа билетов на мероприятие закрыта В Еврейский музей и центр толерантности представляет выставку «Коридоры. Так, Владимир Высоцкий хорошо знал ветвь своей родословной, уводящую к старой еврейской фамилии: «В Риме жили евреи Высоцкие //Неизвестные в высших кругах», – писал поэт. Владимир Высоцкий — многогранная, трагическая и во многом противоречивая фигура: кумир интеллигенции и общенародный любимец; популярный поэт и музыкант, чьи стихи не печатались, а записи не издавались; звезда советского кино с ореолом диссидента. Почти во всех своих песнях он обращается к аудитории от первого лица, поэтому несколько поколений жителей воспринимали его произведения как художественную интерпретацию личной биографии. На самом деле, как часто он сам подчеркивал, его песни — не ретроспекции, а ассоциации: он не был на войне, не сидел в сталинских лагерях и не ходил матросом в море. Высоцкий не излагает историю своей собственной жизни, а предельно выразительно рисует в воображении слушателей живую и яркую поэтическую фантазию. Создатели выставки «Коридоры» предлагают посетителям принципиально новый взгляд на жизнь и творчество Владимира Высоцкого: зритель получает возможность погрузиться в мир оживших образов из произведений поэта в сопровождении его песен. Каждый из залов выставочного пространства — это застывший кинокадр, посвященный конкретной области творческого наследия Высоцкого. Войдя в один из коридоров, посетитель попадёт в столичную коммуналку, в другом окажется в опасной московской подворотне, в третьем заглянет в прифронтовой окоп, в четвертом его встретит советская пивная",восточное искусство
Jewish Museum and Tolerance Center,МЕСТА: ОДНО ЗА ДРУГИМ,,2015,pre_2022,https://www.jewish-museum.ru/exhibitions/mesta-odno-za-drugim/,"Масштабный междисциплинарный проект, стартовавший в 2015 году, проводится Государственным центром современного искусства в составе совместно с Еврейским музеем и центром толерантности и Московским музеем современного искусства. На выставке «Места: одно за другим» будут показаны работы современных российских и зарубежных художников, в числе которых Педро Карбида Райш, Мариетица Потрч, Леонид Тишков, Лука Витоне, Деймантас Наркявичус, Ергин Чавушоглу, Хаим Сокол, Елена и Виктор Воробьевы, Вадим Фишкин и Аслан Гайсумов. Представленные на выставке работы вступают в диалог с пространством и содержанием музея, реагируя на события из истории еврейского народа и на сам музей как место. Произведения размещаются не только в выставочной зоне, но также интегрированы в постоянную экспозицию Еврейского музея и центра толерантности. Название выставки отсылает к работе американского историка искусства Мивон Квон «Места: одно за другим». Именно в этой книге впервые вдумчиво и обстоятельно было описано, как современное искусство осмысляет феномен места. И если в прошлом искусство стремилось воссоздать образы различных локаций, то сейчас оно задалось вопросом: «Что есть место?». К анализу этого понятия обратились философы, социологи, антропологи и урбанисты. Место, в отличие от пространства, задается не географическими координатами, а тем, что оно значит для человека. Немецкий философ Мартин Хайдеггер говорил, что для того, чтобы создать место, необходимо «строить, жить, мыслить». Оно создается человеком не столько путем его буквального конструирования, сколько через опыт его осмысления и существования в нем. Именно поэтому пространство, чтобы стать местом, должно стать неотделимым от человека, а человек, в свою очер",западное искусство
Jewish Museum and Tolerance Center,"«НЕВОЗМОЖНОЕ НЕИЗБЕЖНО. ИДЕИ, КОТОРЫЕ МЕНЯЮТ МИР»",,2026,post_2022,https://www.jewish-museum.ru/exhibitions/nevozmozhnoe-neizbezhno-idei-kotorye-menyayut-mir/,"Это проект о мечтах, которые остаются неизменными на протяжении столетий: стремлении к бессмертию, неограниченному познанию, творению жизни, изобретению вечного двигателя, обретению сверхспособностей и других желаниях, которые сегодня продолжают вдохновлять ученых и изобретателей на создание и применение новых знаний, технологий и бизнес-моделей. Динамика развития цифровых технологий последнего десятилетия позволяет верить, что достижение невозможного — неизбежно. Жизнь до ста, двадцать часов свободного времени в сутки, искусственный компаньон с высочайшим интеллектом, интуицией и эмпатией, изобилие еды и воды, способность читать мысли и разговаривать с животными, независимость от нефти — на наших глазах эти мечты покидают категорию несбыточных. Экспонаты из фондов Политехнического музея, Московского музея дизайна и Музея советских игровых автоматов размещаются по соседству с десятками разработок израильских технологических стартапов. Проект «Невозможное неизбежно» призван рассказать, почему изобретательство и инновационное предпринимательство становятся новой нормой, как изменились принципы работы над созданием новых технологий и почему в этой сфере есть место для каждого. На примере инвестиционно успешных израильских компаний выставка объясняет, какой должна быть экосистема жизнеспособных инноваций и почему успех напрямую связан с дерзостью, привычкой ставить под сомнение авторитеты, способностью конструктивно относиться к неудачам. О неизбежности невозможного вместе с изобретателями рассуждают современные художники — специально для выставки ::vtol::, «Куда бегут собаки», Playtronica, Аня Мохова, Иван Карпов, Денис Патракеев",западное искусство
Jewish Museum and Tolerance Center,«MODERNIST DOCUMENTARY: ФОТОГРАФИЯ ЛЕОНА ЛЕВИНСТАЙНА»,,2018,pre_2022,https://www.jewish-museum.ru/exhibitions/modernist-documentary-fotografiya-leona-levinstayna/,"В Еврейский музей и центр толерантности при поддержке Благотворительного фонда «» Михаила Гуцериева представляет выставку «Modernist Documentary: фотографии Леона Левинстайна». Выставка проходит в рамках Международного месяца фотографии в Москве «Фотобиеннале-2018». Его излюбленные районы – Таймс-сквер, Нижний Ист-Сайд, Кони-Айленд, Пятая Авеню и Гарлем – те, «где происходит жизнь». Эти места нашли отражение в архитектуре и дизайне выставки – попадая в выставочное пространство, гости оказываются на шумной улице Нью-Йорка. Леон Левинстайн является важной фигурой в контексте развития американской фотографии. Художнику удалось выработать свой уникальный визуальный язык: его работы– это смешение документа, формы и эмоции. В своих фотографиях Левинстайн часто прибегал к таким приемам как крупные планы, кадрирование и нестандартные ракурсы, придающие композиции динамику. Оставляя порой лишь самые выразительные элементы человеческого тела в кадре, будь то голова, спина или руки – он низводил форму до абстракции, пластической штудии, не теряя ощущения реальности жизни в ней. Леон Левинстайн, так же как и его современники Диана Арбус, Роберт Франк и Хелен Левитт, фиксировал мимолетность и глубину момента, искали пути выражения своих личных переживаний и взглядов. В широком значении эту группу фотографов называли Нью-Йоркской школой, однако верность этого термина до сих пор оспаривается специалистами. Наставником Леона Левинстайна был легендарный арт-директор журнала Harper’s Bazaar, влиятельный графический дизайнер Алексей Бродович. Несколько лет, проведенных под руководством Бродовича, помогли Левинстайну в формировании собственной художественной эстетики. Второй знаковой фигурой, оказавшей влияние на фотографический метод Левинстайна, стал Сид Гроссман, один из отцов-основателей нью-йоркской Фотолиги и бессменный директор ее школы. Работы Левинстайна были представлены на семи выставках, организованных в МоМА в 1950-е годы",западное искусство
Jewish Museum and Tolerance Center,ДВА ВЗГЛЯДА. ДВЕ СТРАНЫ,,2015,pre_2022,https://www.jewish-museum.ru/exhibitions/dva-vzglyada-dve-strany/,"Проект команды «Colors of Nation / Цвета нации» — свое видение страны через призму искусства. В Центр толерантности и команда «Colors of Nation / Цвета нации» представляет фотовыставку «Два взгляда. Две страны»: Абхазия в объективе израильского фотографа, Израиль — в объективе абхазского. Через призму их взгляда на города — Тель-Авив, Сухум, Апсны, Гагра, произошел взаимный культурный обмен двух стран. В 2015 году по приглашению проекта «Colors of Nation / Цвета нации» фотограф из Израиля Лия Гельдман посетила Абхазию и предложила свое видение страны. А в 2016 году состоялась ответная поездка абхазского фотографа Константина Грецова в Израиль. Результатом этих фотопутешествий стал выставочный проект, уже побывавший там, где его снимали. Анна Савилова, представитель команды «Colors of Nation»: «Мы хотим доступными нам методами продемонстрировать объединяющую силу искусства, показать, что творчество может объединить даже две разные на первый взгляд страны. Мы не случайно выбрали Еврейский музей и центр толерантности для проведения выставки в Москве. Ведь обе страны очень нуждаются в толерантном отношении со стороны других стран, таким образом, мы можем не использую политическую составляющую, только самим местом проведения привлечь естественное внимание к этой проблеме. Между Абхазией и Израилем нет официальных отношений, но наша выставка «Два взгляда. Две страны» как раз демонстрирует объединяющую силу искусства, не зависящую от политических реалий». Символом проекта стал маяк, обозначающий свет, надежду, безопасность и верный путь. Арт-объекты «Маяк Яффы» и «Сухумский маяк» — стали частью экспозиции, которую представляют в Еврейском музее и Центре толерантности. Фотографы проекта Лия Гельдман (Санкт-Петербург — Тель-Авив) — фотограф, журналист, режиссер. В Израиле стала основателем журнала на русском языке о современной израильской жизни Beinizrael.com. В объективе Лии Гельдман — свежий взгляд на маленькую и прекрасную Апсны. Абхазия запомнилась мне прекрасной и противоречивой маленькой страной. С первого поворота извилистой дороги удивляла гостеприимством жит",восточное искусство
Jewish Museum and Tolerance Center,«ПОСМОТРИ В МОИ ГЛАЗА. МОЯ ИСТОРИЯ БОРЬБЫ С РАКОМ»,,2018,pre_2022,https://www.jewish-museum.ru/exhibitions/posmotri-v-moi-glaza-moya-istoriya-borby-s-rakom/,"Многие из них победили болезнь, некоторые до сих пор продолжают борьбу с онкологическим заболеванием. Жизнь каждой изменилась после диагноза, внесла свои коррективы, но несмотря ни на что, женщина остается женщиной. В 13 марта в Еврейском музее и центре толерантности открывается международная выставка «Посмотри в мои глаза. Многие из них победили болезнь, некоторые до сих пор продолжают борьбу с онкологическим заболеванием. Жизнь каждой изменилась после диагноза, внесла свои коррективы, но несмотря ни на что, женщина остается женщиной. Цель проекта – привлечь внимание общества к проблемам онкологии и возможность показать, что каждая женщина красива независимо от диагноза. Благодаря команде профессиональных визажистов, стилистов, фотографов, психологов, операторов, волонтеров, героини благотворительного проекта смогли поверить в себя и осуществить свои мечты. На протяжении двух съемочных дней, женщины были активно вовлечены в творческий процесс съемок. Участие в проекте помогло девушкам почувствовать себя особенным, красивыми и счастливыми в сложный период жизни. Каждая участница, увидев новую себя на фото, с уверенностью может сказать: «Все будет хорошо!» Истории героинь проекта призваны мотивировать всех нас заботиться о своём здоровье, вовремя проходить обследования и, несмотря на диагноз, радоваться жизни. Выставка впервые будет показана в Москве, далее – в регионах России и городах мира. Кульминацией проекта станет художественный фильм журналиста, продюсера, президента «Фонда социального кино» Михаила Комлева «Мой Путь», съемки которого пройдут в разных странах мира в 2018-2019 году. Авторы проекта: • Михаил Комлев - журналист, режиссер, продюсер, президент «Фонда социального кино» • Алена Кузьменко, Юлия Самарцева - общественное движение «», оказывающее психологическую, эмоциональную и информационную поддержу онкобольным и их родственникам • Александра Гаврилова - журналист, ведущая, помощник депутата Государ",восточное искусство
Jewish Museum and Tolerance Center,«С ВИДОМ НА ЖИЗНЬ»,12 марта 2018,2018,pre_2022,https://www.jewish-museum.ru/exhibitions/s-vidom-na-zhizn/,"В С 15 февраля по 12 марта 2018 года в Еврейском музее и центре толерантности пройдет ежегодная выставка творчества подопечных благотворительного фонда «Подари жизнь». Занятия рисованием, лепкой позволяют скрашивать больничные будни и переноситься в мир ярких фантазий и безграничных возможностей. А выставка творчества позволяет рассказать о подопечных детях фонда в период лечения, о качестве жизни во время лечения и ценности этой жизни, о ценности поддержки в этот период. Ребенок — творец - это уже не объект жалости, а интересная личность. Ему есть, что сказать окружающим, он может быть во многом талантливее и мудрее своего зрителя, несмотря на возраст и болезнь. Пространство организуется в виде лабиринта, занимающего практически весь выставочный зал. Выставка построена как понятный современному взрослому и маленькому зрителю квест: непростой путь, который проходят подопечные фонда от «входа в больницу» до возвращения в долгожданную «обычную жизнь», которая теперь уже будет не такой как раньше, но от этого становится еще бесценней и прекрасней. Идея сложности непростых этапов, резких поворотов, неизвестности и манящих перспектив будет реализована в архитектурном и стилистическом решении выставочного пространства. Всего на выставке будет представлено около 500 детских работ: картины, пастели, коллажи, фотографии, видео-проекции, мозаики, витражи, арт-объекты, в том числе интерактивные: тантамарески, магнитные игры, объемные конструкции и многое другое, что создается детьми с тяжелыми заболеваниями в больница",восточное искусство
Jewish Museum and Tolerance Center,СОЮЗ МОЛОДЕЖИ. РУССКИЙ АВАНГАРД 1909–1914,2 сентября 2019,2019,pre_2022,https://www.jewish-museum.ru/exhibitions/soyuz-molodezhi/,"Русский авангард 1909–1914», посвященную творческому объединению ключевых художников-авангардистов первой трети века. Проект представит работы Казимира Малевича, Ольги Розановой, Елены Гуро, Михаила Матюшина, Владимира Татлина, Павла Филонова, Иосифа Школьника, Михаила Ларионова и других – всего порядка 80 произведений 35 художников. Петербургское общество «Союз молодежи» – первое официально зарегистрированное объединение художников авангарда, на полгода опередившее московский «Бубновый валет». С 1910 по 1914 они устроили семь выставок, продемонстрировавших широкий спектр художественных идей и стилей – от символизма до кубофутуризма. Главная идея кураторов выставки – через художественные произведения и документальные материалы рассказать о «Союзе молодежи» как о революционном явлении русского искусства и оценить его влияние на последующие течения и произведения авангарда. В рамках выставки в Москву будут привезены такие шедевры как, «Усовершенствованный портрет И.В. Клюна» работы Казимира Малевича, «Пир королей» Павла Филонова, «Лучистый пейзаж» Михаила Ларионова. Также будут показаны малоизвестные произведения авангарда из Русского музея, художественных музеев России, Латвии и частных собраний. Работы для выставки предоставили 15 российских и зарубежных музеев, а также три частные коллекции. За время существования «Союза молодежи» более 80 авторов смогли показать свои работы. Участие в деятельности общества оказало влияние на творчество ключевых фигур русского авангарда – Ларионова, Малевича, Татлина и других. Силами членов «Союза молодежи» была организована общероссийская площадка для общения между худ",национальное российское искусство
Jewish Museum and Tolerance Center,НЕВАВИЛОНСКАЯ БИБЛИОТЕКА,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/nevavilonskaya-biblioteka/,"В Чтобы посетители музея могли иметь доступ к библиотеке Анны Наринской в любое время и из любого места, мы перенесли ее в онлайн-формат. Часть книг мы сопроводили читательскими впечатлениями людей, которые вносят вклад в искусство, литературу, музыку, философию и журналистику. О том, какую роль в их жизни сыграла та или иная книга, нам рассказывают Борис Гройс, Софья Капкова, Тереза Мавика, Иван Вырыпаев, Мария Степанова, Сергей Гуриев, Оксана Лаврентьеваи многие другие. Название инсталляции отсылает к знаменитому рассказу Борхеса «Вавилонская библиотека», в котором говорится о фантастическом бесконечном расширяющемся хранилище текстов. Это библиотека, в которой все книги отобраны, прочитаны и перечитаны, оплаканы и обдуманы. Это проект, снова сводящий вместе эти составляющие того, что есть для нас «книга». Ее привлекательная предметность – тяжесть, блеск/матовость, цвет переплета, шелест страниц и их запах, та атмосферу спокойствия и зачарованности, которая неизбежно настигает человека, оказавшегося в наполненной книгами комнате. И, собственно, текст. «Невавилонская библиотека» представляет собой тысячу книг – вернее, тысячу бумажных изданий книг – которые Анна Наринская прочитала и считает прекрасными. Там есть сказки, которые читали ей в детстве и которые она потом читала своим детям, сборники стихов, великие философские труды, главные мировые романы, поваренные книги и комиксы. То есть те книги, из чтения которых и складывается человеческая жизнь. Александр Бродский помещает эти книги в оболочку, внутри которой создается отчасти таинственная атмосфера кроличьей норы, куда упала кэролловская Алиса (нора, если кто помнит, была заставлена книжными шкафами), а отчасти воспроизводится дух маленькой передвижной сельской библиотеки. Посетители могут брать книги в руки, листать, читать, переставлять в «своем» порядке. Потому библиотека возникает именно так – из личных отношений человека и книги",западное искусство
Jewish Museum and Tolerance Center,ИГРА С ШЕДЕВРАМИ: ОТ АНРИ МАТИССА ДО МАРИНЫ АБРАМОВИЧ,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/bum-bam-igra-s-shedevrami-ot-anri-matissa-do-mariny-abramovich/,"Выставка показывает шедевры модернизма и современного искусства — от кубизма до видео-арта. Ядро экспозиции составляют работы зарубежных и отечественных художников: Казимира Малевича и Фрэнсиса Бэкона, Роя Лихтенштейна и Виктора Пивоварова, Натальи Гончаровой и Марины Абрамович, Альберто Джакометти и Бриджет Райли, Ансельма Кифера и Нико Пиросмани. «Игра с шедеврами» — прежде всего семейный проект. Выстроенный как аттракцион — для знакомства с работами нужно залезть на лестницу, пригнуться, съехать с горки или заглянуть в шкаф, — он дает детям и взрослым возможность увидеть работы культовых художников вне рамок школ и концепций. В экспозицию вошли избранные произведения – веков: Малевича («Три фигуры в поле»), Бэкона («Набросок головы Джорджа Дайера»), Лихтенштейна («Портрет»), Яковлева («Кошка, поймавшая птицу»), Пивоварова («Паше», «Вике»), Гончаровой («Купальщицы»), Кифера («Адальберту Штифтеру»), а также Кандинского, Пиросмани, Абрамович, Пикассо, Матисса и других известных художников. Всего зрители могут увидеть более 30 работ в разных жанрах: от живописи и фотографии до инсталляции и экспериментальной анимации. Специально к выставке разработана инклюзивная программа для людей с разными типами инвалидности. В рамках программы поддержки людей с нарушением зрения «Особый взгляд» при содействии фонда «Искусство, наука и спорт» созданы тактильные модели, позволяющие незрячим и слабовидящим изучить экспозицию. Для слабовидящих посетителей некоторые объекты дублируются в цвете. Для людей с особенностями интеллектуального развития подготовлена карта сенсорн",западное искусство
